Date,Open,High,Low,Close,Adj Close,Volume
2017-07-04,5370.000000,5420.000000,5290.000000,5350.000000,5223.820801,52364
2017-07-05,5320.000000,5360.000000,5290.000000,5320.000000,5194.528320,41691
2017-07-06,5320.000000,5340.000000,5280.000000,5300.000000,5175.000000,40808
2017-07-07,5300.000000,5320.000000,5180.000000,5200.000000,5077.358398,70638
2017-07-10,5210.000000,5240.000000,5150.000000,5180.000000,5057.830078,73481
2017-07-11,5190.000000,5250.000000,5130.000000,5150.000000,5028.537598,51165
2017-07-12,5140.000000,5210.000000,5070.000000,5100.000000,4979.716797,54733
2017-07-13,5100.000000,5150.000000,5070.000000,5090.000000,4969.952637,65764
2017-07-14,5090.000000,5150.000000,5090.000000,5150.000000,5028.537598,36162
2017-07-17,5110.000000,5200.000000,5110.000000,5180.000000,5057.830078,21608
2017-07-18,5180.000000,5230.000000,5100.000000,5110.000000,4989.480957,49131
2017-07-19,5110.000000,5250.000000,5110.000000,5240.000000,5116.415039,50078
2017-07-20,5270.000000,5270.000000,5210.000000,5250.000000,5126.179199,28982
2017-07-21,5280.000000,5280.000000,5190.000000,5190.000000,5067.594238,33153
2017-07-24,5190.000000,5230.000000,5160.000000,5180.000000,5057.830078,28735
2017-07-25,5180.000000,5210.000000,5160.000000,5170.000000,5048.065918,27635
2017-07-26,5170.000000,5210.000000,5130.000000,5130.000000,5009.009277,21616
2017-07-27,5130.000000,5170.000000,5100.000000,5150.000000,5028.537598,34824
2017-07-28,5150.000000,5150.000000,5090.000000,5150.000000,5028.537598,54356
2017-07-31,5150.000000,5150.000000,4900.000000,5000.000000,4882.075684,109062
2017-08-01,4960.000000,5080.000000,4960.000000,5050.000000,4930.896484,57091
2017-08-02,5120.000000,5120.000000,5000.000000,5060.000000,4940.660156,37244
2017-08-03,5070.000000,5110.000000,5020.000000,5060.000000,4940.660156,30204
2017-08-04,5070.000000,5190.000000,5070.000000,5170.000000,5048.065918,42000
2017-08-07,5170.000000,5190.000000,5110.000000,5170.000000,5048.065918,29046
2017-08-08,5200.000000,5200.000000,5050.000000,5120.000000,4999.245117,46016
2017-08-09,5030.000000,5080.000000,5020.000000,5030.000000,4911.368164,55306
2017-08-10,5000.000000,5100.000000,4980.000000,5030.000000,4911.368164,36757
2017-08-11,5030.000000,5040.000000,4995.000000,5030.000000,4911.368164,87498
2017-08-14,4965.000000,5030.000000,4945.000000,4970.000000,4852.783203,51382
2017-08-16,5000.000000,5070.000000,4950.000000,5010.000000,4891.839844,26123
2017-08-17,5020.000000,5060.000000,4995.000000,5040.000000,4921.132324,37050
2017-08-18,5010.000000,5080.000000,5000.000000,5020.000000,4901.604004,32465
2017-08-21,4970.000000,5000.000000,4480.000000,4665.000000,4554.976563,656519
2017-08-22,4610.000000,4690.000000,4530.000000,4610.000000,4501.273438,319409
2017-08-23,4550.000000,4550.000000,4130.000000,4210.000000,4110.707520,1360669
2017-08-24,4130.000000,4285.000000,4045.000000,4245.000000,4144.882324,880805
2017-08-25,4200.000000,4970.000000,4065.000000,4400.000000,4296.226563,3017344
2017-08-28,4440.000000,4450.000000,4285.000000,4370.000000,4266.934082,462135
2017-08-29,4370.000000,4370.000000,4295.000000,4315.000000,4213.230957,182326
2017-08-30,4290.000000,4560.000000,4290.000000,4425.000000,4320.636719,378915
2017-08-31,4600.000000,4840.000000,4485.000000,4540.000000,4432.924316,1076349
2017-09-01,4555.000000,4685.000000,4555.000000,4585.000000,4476.863281,201077
2017-09-04,4585.000000,4585.000000,4585.000000,4585.000000,4476.863281,0
2017-09-05,4580.000000,4590.000000,4450.000000,4540.000000,4432.924316,109365
